    0   90    0    0   62    0   15    0   59   53   57   69   58   20    0   55    0   49    0    0    0    0  102    0   59   81    0    0    0   45   91   45    0    0   55    0   72    0    0    0   77    0    0    0    0   78    0   15    0   25   59    0   80    0   31   53   36   12   37    0    0   30    0   47   57   84    0    0    0   54   49    0    0   59    0   40   46    0    0   14   54   27    0    0   30    0   45    0    0    0   56   24   79   28    0    0   28   34   60    0   67   79    0    0   28   66    0   22   28   45   69   34   61    0   34    0   71    0    0    0    0    0   30    0   51   72   37   16    0   14    0    0    0   31    0    0   76   56    0   26   52    0   87   54    0    0   67   72   25    0   38    0   84   51    0   29   83   47    0    0    0   65   37   51   41    0   17    0    0    0   76    0   12    0   25   69    0    0   40    0   43   32    0    0   29   55   64    0    0   67    0   62    0    0    0    0   83   59   46    0    0    0    0   35   45    0    0    0   64    0    0   51   18    0   50    0   43    0   30   38    0   49   75    0   52    0   65   30    0    0    0    0  101    0   13    0    0   47    0   67    0    0   21    0   74    0    0    0   35    0    0   40   47    0   51    0    0   86   23    0    0    0   89   42   92    0   37   63    0    0    0   44    0    0    0   75    0   67    0   11   65   66   78    0   73   40   61   36    0   57   59   66   57    0   18   62    0    0    0    0    0   35    0   79    0   86    0    0   40    0   76   52   66  100    0    0    0    0   23    0   24   31   30    0    0    0    0    0    0    0   45    0   43    0    0   30    0   66   30    0    0   27    0    0   84    0   33    0    0   63    0    0    0   77   43    0   47   51   26    0   60    0    0    0    1   40    0   61   44    0   73    0    0   51   73   74    0    0    0   61   42   64    0   51   93   26   68    0    0    0    0   29    0   33   47   61   23    0   56    0   49   55    0    0    0    0   66   49   51    0   68   94    0    0    0    0    0   33    0    0   38    0    0   73    0    0   65    0    0   39    0   68   27   19    0   43   61   60    0   74    0   34    0    0   76    0   63   35   45   65   37    0   75    0   73    0    0   43    0    9    0   32    0   37    0   66    0    0    0   25    0    0    0    0    1   43    0    8    0    0    0   10   40    0    0    0    0    0   52   46   34   32   74    0    0   15   63   71   36    0
    0   98    0   51    0    0    0    0   83   19   25    0   54   36    0   40   36   21    0   59   35   13    0   52    0    0   26   47   57    0    0    1   52   64    0   41    0    0   46    0   35    0   46    0    0   79    6   88   80   60    0   90   55    0    0    0    0    0    0   45    0    0    0    0   71    0    0    0    0    0   43   70    0    0    0   33    0   34    0    0   60   65   70   47   47   13   28    0    0   43   57   68   47   91   40   21   69   48   36   74    0   30   18   48   57   50    0   32    0    0    0    0   90   67   87    0    0    0    0    0   35   63   54   50   78   30    0    0   32    0   54   39    0    0   47    0    0    0    0    0   25   51   55    0    0    0   46   37    0   93    0   51    0    0    0    0    0   11  111   73    0    0   11   89   45    0   72   65    0   50   68    0   48   85   37   92   50    0    0    0    0   24    0   50  109    0   97   21    0   32   39   37   15   42    0    0    0    0    0   29    0    0    0    0   41    0   32   26    0    0    0   41   70   38    0   49   75   30   11   32   53    0    8    0    0    0    0   24   62    0    0    0    0    0    0    0    0   41    0   21    0    0    0    0    0   53   19    0   46   83   26    0    0   56   47   22   66    0   60    0   57   35    0   66    0    0   63   80    0   45    0   57   86   67  101    0   58   27   60    0    0    0   55    0   44   46    0    0    0   71    0    0    0    0   55    0    0    0    0   74   37    0    0    0   74    0    0   22    0    0   66   40    0   48   58    0   99   54   53   36    0    0    0    0   17    0   54   11    0   51   24    0   52    0    0    0   48   78   53    0    0    0    0    0    0   23   44    0    0   39   43   20    0   41   53   55    0    0   74   93   62    0    0    0   52    0   42    0   62   49    0   91    0   13    0   41   67    0    0    0    0   50   32   30    0    0    0    0   50    0   69   33    0    0   67    0   67   20    0    0   71    0    0    0    0    0   52    0    0    0   74   94   58    0   63   57   28   28    0   31    0   59   51   80    0    0   51   44    0   54    0    0    0   48   60    0    0   21    0    0    0   31    0   64   65   74    0    6   34    0    0   71    1   52   57   22    0   65    0   43   87   80    0    0   69    0    0    0    0   37    0    0   60   62   68   34   62    0    0    0   25   37    7   55   35   32    0    0   47    0    0   83   66    0   85   60    0   67   80   53
    0    0    0   66   47   62   11   50   17    0    0    0    0   86   36    0   36   41   55    0    0    0    9   44    0   57   54    0   22   73    0    0    0    0   54    0   52    0    0   77   63   52    0   45   50    0   15    0   72    0   55    0    0   21   52    0    0    0   77    0   66   38    0   59    0   81    0    0    0    0    0   66    0    0   63   55   71    0   76    0    0    0   61    0   87   51   32    0   71    0   50    7    0    0   36    0   40    0    0    0   47    0    0    0   44    0   19   31   68    0   55   47    0    0   46   58    0   37    0   78    0   29   74   45   66   24   12   48   71   46   58   56   35    0   48    0    0    0    0   16   62   44   42    0   74   48   21    0    0   47    0    0    0   74   53    0    0    0    0    0   45   56  103    0   18   27    0   28   50    0    0   68   49   83   33   45   59   80    0   35    0    0   65    0    0    0    0    0   51    0   69    0   30    0   34    0    0    0    0    0    0   53   54   55    0   75    0    0    0    0    0   40   50    0    0   38   42    0   37   62    0    0   46    0   47   56    0    0    0    0    0   68    0   10    0    0   48    0    0    0    0    0   48    0    0    0    0   56   34    0    0    0    0    0    0   50    0   90   78    0   63   71   31    0   69    0    0    0   26   45   35   75    0   52    0    0    0    0   40   53   15    0   47    0    0   97    0   34   31    0    0   39    0    0   23    0    0   44   40   70    0    0    0   57    0    0    0    0    0   47    0    0    0    0    0   25    0    0    0    0    0   35    0   32   49    0    0   69    0    0    0   69    0    0   30    0   44    0   67    0   76   27    0    0   49    6   41    0    0   47   45    0    0    0   38    0    0    0    0   34   84   54   54   18    0   59    0    0   30   83   74    0   49    0    0    0   52    0    0   64   86    0    0   36    0    0   33   68   71    0    0    0   28    0   56    0   64   57   45    0   51    0    0   59   57   74   32    0   20    0    0    0   53   48    0    0    0    0   18   49   40    0    0    0   29    0    0    0    0   45   76    0    0    0    0    0   30    0    0   22    0    0    0   48   70    0    0    0    0   14   80   47    9   38   46   45   70   44   95   50    1    0   46    0    0    0    0   77   76    0    0    0    0   57   47    0   56    0    0    0    0    0    0   58   27   89    0   75    0   49   61    0    0    0   54   29    0    0   31    0
   46   55   82   49    0   63    0   34   33    0   38    0   22   68   67    0   63    0   57    0    0   55    0    0    0    0   62   42   86    0   64   19   45   82    0    0    0    0    0    0   31   48    0   65    0    0   39    0   76   28    0    0   53   41    0   69    0   37    0   77   55    0    0   49    0    0   67   68   75    0   22   59    0   76   49   40    0    0   47    0    0   57    0   38    0    0   80   34    0   64    0   25   90   51    0   43   47   69    0   34   47    0    0    0   42    0   48   51    0   34    0    0    0   29    0    0    0   22   24    0   41    0    0    0   66   71    0   35   42    0    0    0   88    0    0   73    0   68   39    0    6   43    0   64   64   77    0    0    0    0   43    0    0    0    0    0   37    0    0   91    0   50   64   41    0   41   98   81    0    0    0    0   44    0    0    0    0    0   48    0    0    0    0    0    0    0    0    0    0    0   35   50    0    0   39   66    0   60    0   81    0    0    0    0   31    8    0    0    0    0    0   49    0   48   21   60   62   39    0   28   48    0   66   43    0   81    5   58    0    0    0    1    0   44    0    0   59    0    0    0    0    0   12    0   57   85   30    0    0    8    0   64   50    0    0    0    0   66    0   50   48    0    0   42   63    0   64    0   38    0   38    0    0   60   46   70   71   77   53   22   43   64   70   66   12    0   62   37   41    0    6    0    0   30    0    0   70   61    0    0    0   55    0   51    0   51    0  100    0   68   41    0    0    0   42    0    0   27   37   59   29    0    0   32   57    0   63    0    0    0   48   51   52    0    0   49   29    0    0    0   72    0   28   37    0   21    0    0   25    0    0   55   54   46   45   66  100    0    0   54    0    0   40    0   37    0   48   47   30    0   41   84   35   37    0    0    0   20   57   50    0   52   50    0    0    0    0    0   56    0   75   67   56   51    0    0    0    0    0   75   59    0   35    0    0   37   35    0    0    0   51   59   67    0   41    0    0   33   55    0   41   66   86   22    0   65   48    0    0    0    0    0   58   59    0    0    0    0    0   71    0    0   48    9   51    0    0   49   63    0    0   49   80    0    0    0   46    0  110    0    0   34    0    0    0    0    0    0   79    0   60    0   61    0    0    0    0   59    0   43    0    0   79    0   34   31    0   38    0    0   60    0    0   29   64    0   68    0    0    0
   76   24    0    0   11    0   67    0   68   50   31   21    0    0    0   58   63    0    0    0    0   51    0    0    0    1   29   41   29    0   12   31    0    0   80    0   79   22    0   32   24   28    0    0   27   71   39   35    0   72    0   31   92    0    0    9   84    0   18    0    0   72    0    0   56    0   40    0   40    0    0    0    0   29   34    0    0   50   28   83    0    0   59   61   35   53    0    0   51   36   32   71    0   56    0    0   53   53   50    0   74   30   43   32    0   62    0   50   54    0    0    0    8    0    0    0   66    0    0   67   13   32   72    0    0    0    0    0   13   61    0    0   28   74   13   77   31   48   78    0    0    0    0    0   76   55    0    0    0   65   64   40    0   36   70    0   14    0    0   48    0    0    0    0    0    0    0   71    0    0   41   36    0    0    0   69    0   85   24    0    0   26    0   47    0    0   31   55   65   50   24    0    0    0    0   59    0   40    0   26    0   58   27   53    0    1   42    0    0    0   36    0   23   35   55    0    0    0    0    0    0    0   95    0    0   67   49   32    0   42    0    0   43    0   67   52    0   73   88    0    0   51    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   30   42    0   84   65   71    0    0    0    0   48   86   31    0   50   63   45    0    0   58    0    0    0    0   29   65    0   59    0    0   66    0    0   34   63    0    0   57   27    0    0   21    0    0   26   16    0   51   36   29   51   41   42    0   43    0    0   58    0    0   53   44   47   43   43   57    0   64    0    0    0   63   57    0   50    0    0    0    0    0   55   45   72   67   70    0    0    0   39   40    0    0    0   22   42    0    0    0    0    0   64    0   26   70   72   64    0    0    0    0    0   57    0    0    0   83    0    0   43   55   76    0    0    0    0    0    0    0   45   59    0    0    0   37   31    0    0    0    0   21   57   68    0   62   60    0    0    0   51    0    0    0   15    0   31   38    0   50    0   53    0   58    0    0    0    0   57   25    0   76   43   90    0    0   40    0    0    0    0    0   54   38   50  100    0   57    8    0    0    0   68   72   35    0    0   49    0    0    0   50    0    0    0   66   56    0   26   49    0   58   58   52    0    0    0   46   36    0   38    0    0    0    0   43   73    0   54    0    0   68   21    0   78    0   48    0   33   49   67   46   61  114   48
    0   55   90    0    0   32   34   44    0    0    0    0   62   22   11   73   69    0    0    0   40   56    0    0   28    0    0    0    0    0    0    0    0   38   55    0    0   43    0    0    0   49    0   56    0    0    0   28   60    0    0    0   30    0   57    0    0    0    0    0   50    0   41   13    0   47    0   57    0   26   29    0   66    0   21   62   73    6   36   40   27    0   62    0   74    0    0    0    0   84   92   44   70   40    0   40   52   56   13   85    1    0   72    0    0    0    0   43    0   30   19   50    0   32    0   97    0   59    0    0   70   29    0    0   37   54   42   56    0   46   23    0   64    0   81    0   28   44    0   62   49    0    0   56    0    0   42   41   34    0   56   48   53   30    0    0   29   44    0    0    0    0    0   43    0   31    0   22   42   50    0    0   69    0    0   57   55   50   39   33   79    0    0    0    0    0   36    0   23    0   43   36    0   70   23    0   62    0    0   38   73   63    0   46    0    0    0    0    0   49   28    0   45   38    0   56    0    0   70    0   27   51   52    0    0    0    0    0   64   75   53    0   67   88    0   53   53   44    0    0    0    0   57   35    0    0   60    0   29    0   72   47    0    0    0   44   48    0   93   50   55   90   45   26   45    0   43   40    0    0    0    0    0   54    0   71   67    0   44   34   79   53   65   50   37   82   36    0    0    0   51    0   50   80    0    0   80    9   72   50   52    0   64   77    0    0   58    0    0   59   66   18    0   28   76    0    0    0   49   51   28   59   77    0    0   59   57    0    0    0   63    9    0   50   64   39   56    0   60   34    0   17    0   54    0    0   42    0   40    0   56  111    0    0   33   52   42   62   58    0   41    0   71   68   26   79   17    0    0   77    0   84   21   52   35   45   34    0    0   48    9    0    0    0    0   65    0   28   50    8   44   17    0    0    0    0    0    0    0   58   17   43    0    0    0    0   47    0    0   69   41   65   75    0    0   64   34    0   26   56   57    0    0    0   61    0   39    0    0   47    0   16    0   35    0   49    0    0    0   18   23   36   46    0   47    0   62   62    0    0   54   28   42    0   64    0    0    0    0   16   22    0    0   75   26    2    0    0    0   71    0   54   78    0   64   42    0    0    0    0    0    9    0    0   17   74   10    0    0   64    0   42    0    0   64    0    0   31    0    0
   98    0   12    0   51    0   38    0    0    0    0   55   50    0   51   45   37    0    0    0    0   62    0   53   67    1   58   50    0   36    0   48   62    0    0   78   44   49    0    0   60   68   35   60    0   53    0    0    0    0    0   63    0    0    0   65   40   90   73   37   53   39   69   66   13    0   41   42    0    0   51    0    0   55    0    0    0   67   38    0    0    0    0    0    0    0   62   35    0   49    0   44    0    0    0   25    0   29    0    0    0   69   60    0    0    0   63    0   64   62    0    0    0   82   48    0   72   54    0    0   72   10    0   90    0    0    0   69    0   66    0    0    0   70    3    0   34    0    0    0    0   42    0    0    0   36    0    0    0   65    0   69    0    0   52   27   33   68    0    0    0   79   24   26   54   21    0    0   61   36    0    0    0    0   50    0    0    0    0   61    0   48   28    0   45   19   45    0   90    1   36    0    0    0    0   32   63   75   37   52   34    0    0   17    0   64   43   25    0    0   63   50   61   45   25   53   60   76    0   35   78    0    0   52   17   59   53   39    9    0    0    0   53    7   83    0    0   43    0    0   69    0    0    0    0   80   17   72    0   21   61   41    0    0    0    0    0   28   59   73   68   46    0   29   54    0    0    0    0   12    0    0    0    0    0    0   35    0    0   51   46    0   40    0    0    0    0    0    0    0   63    0   51   47   64    0    0    0    0   33   75    0   39   21   52   22    0    0    0    0   29   35    0    0    3    0    0   12    0    0   29   53    0   73   60   32    0   76   65    0   26    0   60   83    0    0   51    0   51    0    0    0   35    0   47    0   20    0   48    0   71   80    0    0    0   29   50   53    0   46    0    0    0   51    0   19    0    0   48   87    0   83    0   64    0    0    0    0   57    0   53   25    0   32   18    0    0    0    0    0    0   83   24    0   20    0   50   44   44   43    0   57    0   44   51    0   45   24   66   36    0   68    0   54    0   65   40    0   33   50    0   71   51   77   87   58   44    0    0   29    0   48   84   32    0   56    0    0   21    0    0    0   45   75    0    0   22    0    0    0    0    0    0   46   57   46    0    0    0   55    0   63   87   72   69   54   56    0   45   42    0   52   47   41   18   70    0    0    0    0    0    0    0    0   34    0   37   45    0   63   63   70   50   43    0   60   56    0   52   40
   55    0   36   11  101    0   65    0    0   37   22    0    0    0    0    0    0    0    0    0   34    0    0   61   89    0    0    0    0    0   37    9   22   46    0    0   38    0    0    0    0   61    0    0    0   44   14   36   20    0    0    0    0   42    0   31   48   31    0   43   62   43   68   39   50    0   31    0    0    0   64    0   66    0   61    0   44   31   40    0    0    0    0   65   40    0   67   56    0   24    0    0    0    0   73   86   53   41   62    0   46    0   60   53   50   42   54   58    0    0    0   72    0   65   42    0   17   33   61   78    0    0   81    0    0    0    0   18   59   40   75    0    0   37    0   35   69   52    0   83   77    0   76    0   49   55   37   46   32   74    0   32    0    0    0   95   39    0    0    0   45   58    0    0    0    0   40    0    0    0   79    0   17   59    0    0    0    0   27   95   44    0   55    0    0   36    0    0   43    0    0    0    0    0    0   42   48   57   49    0   60    0   74   35   72    0   42   31   71   50   50   62    0    0   31    0    0    0    0    0    0   70    0   64    0    0    0    0   34   47   35   42   51    0    0   65   40    0    0    0   75   87    0   65   78   65   40   50   59    0   47    0   55    0    0   70   45    0    0   46    0    0    0    0   35    0   72   40   89   25   60   53   58   57    0    0   88   41    0   84    0    0    0    0   42   59    0    0    0   29    0    0   61   62    0    0   41    0    0    0    0    0   52    0   60    0   12   62    0   43   82    0   42   50   64   79   34    0   83    0   49   15    0   84   66    0    0    0   40    0   41   52   73   52    0   57    0   67    0    0    0   66   44    0    0   76   84    0    0   74   69   63    0   70    0   54   17   93    0    0    0    0    0   44    0    0   57   22   69    0    0    0    0   67    0    0   78    0    0    0   84    0    0    0    0    0    0   51    0   55   69   72    0    0    0    0    0   78   43   22   62    0   56    0   18    0   22    0    0   38    0    0   36    0    0    0   47   40    0    0   40   96    0   67    0   67   41    0   24    0   41    0    0   39    0    0   46    0   61   63    0    0   39    0    0   27    0   44   11    0   21    0   16   55    0   63   38    0    0    0    0   48   68   37    0   39   55   54   72    0   16    0    0   60    0   72   68    0    0   40   30    0    0   21   38   19   56    0   67   66    0    0    0   22   67   63   32   74    0    0
   39    0    0    0    0    0    0    0   45    0    0    0    0   45    0   32   63    0    0   73    6    0   40    0    0    0   64    0    0    0    0   60   36   37   34   65    0   46    0   52   38    0    0   72   73    0   70    0    0   54    0    0   59    0   76   81   44   74   35    0    0   66    0    0    0    0    0    0    0    0    0   50    0    0   52   58    0   54   47   78    0    0    0   66    0   67   66    0   57   37    0    0   44   45   32   63   54   68    0    0    0   14   35    0   16    0   56    0    0   30   61    0   75    0    0   26    0   84   36    0    0   53    0   71   69   50    0   14    0   47   85   30    0   23   56    0    0   40    0    0   58    0   60   66   47   64    0   70   49   54   66    0    0   58    0    0    1   87   24   68    0   51   29    0    0   59   50   86    0    0   62    0   31    0    0    0   31    0   46    0    0    0    0   42   42    0    0   54   63    0    0   31    0    0    0   72   58   41   73   58   43   32    0    0   32   73   30    0    0    0    0   35   63   53   55   49    0    5    0    0    0   64    0   50    0   50    0   74    0   63   35    9   65   51   35    0   54   72    0    0   69    0    0    0   40    0   52    0    0   42    0   31    0    0    0   38   29    0    0   53    0   21    0   40   28   43    0   40   44   23    0    0   58   16    0   33   38   46    0   10   42   72    0    0    0  111    0   48   27    0   31   24    0   36   42   89   52    0    0    0    0    0    0    0    0   17   37    0   50    0   76    0   37   33   58   74   50   67   22    0   77    0    0   42    0   79    0    0   28    0   35   65   45   21   20   51   78   16    0   57   90    0    0    0    0    0   42    0    0   78    0   63    0   58    0    0    0   48    0   41    0    0    0    0   39   27    0    0    0    0   46   69    1    0   88   86    0    0   38    0   65    0    0    0    0   39   32   61    0   53   45   97   67    0    0    0   27    0    0    0    0    0    0    0   70    0    0   65   80    0   72   30    0   60    0    0   42    0   46   53   34   98    0    0   34   33   70   47   55    0   39    0    0    0    0    0    0    0   40   35    0    0    0   64   32    0   38    0   52   41    0   65    0   39   44   78   29   45   59    0    0    0   45    0   68    0   69    0   46    0   63    0    0    0   34    0   68    0   37   39   77    0   72   27   36   95   14   73   67    0    0    0    0   53    0    0    0    0   52   52
   43    0    0   67   33   50    0   38    0   61   73    0    0   38    0    0   45   26    0   28   48    0   85    0    0   81    0   26    0    0    0    0   32   59   64    0   59    0    0   55    0    0    0   73   39    0   63    6   96    0   65   46    0    0   56   76   18   79    0   49    0   63   71   52   47    0    0   43    0    0   46   55    0    0    0    0    0    0    0   79    0   49    0    0    0    0    0    0    0   37    0   52   42   39   31    0    0    0    0   46    0   38    0    0   52   20   31    0    0   37   53    0    0    0    0   29    0    0   46    0   99   32   73   29    0   39   68    0    0   23   57    0    0   47   83   54    0    0   30   84    0    0    0    0   86    0    0    0    0    0   14    0   59    0   54   42    0    0    0   57   25   13   75    0    0    0    0   29    0   54   53   68   55    0    0    0    0    0    0    0    0    0    0    0   33   99   20   42    0    0   42   46    0    0    0    0    0   49   46   45   57   62   40    0    0    0    0   68    0    0    0    0   53   70    0    0   69    0    0   26    0   32    0    0    0    0    0   49    0    0   82    0    0   38   49   29    0    0   13   58   55    0   80   29   71   33   45   43   12    0   68   68   44    0    0    0   43    0    0    0    0    0   51    0    0   49    0   50   57   62   42    0    0   33   56   68   24    0   68    0   44   49    0   67   55   38   67    0    0   73   77   40    0    0   65    0    1    0   27   44    0   68   49    0    0    0   21   59    0    0    0   35   21    0   74   97    0    0    0   17    0   43    0    0    0    0   53    0   58   72   62    0   12   48   99    0   48   41    0   55    0    0   71    0   29    0   42    0    0   42   78   55   28    0   88    0   60   31   34   78    0   49    0    0   50   56   72    0    0   38   51    0    0    0   86    0   43    0    0   43   25   29    0    0   43    0    0   70   60    7    0   76    0   46   71   58    0    0    0   50   40   47   80   58   63   61    0   40   33    0    0   45    0   34   56   62    0   67   56    0   38    0   47    0    0   73   67   63    0   44    0    0   73    0    0    0    0   72    0   35   41   42   20   53    0    0    0    0    0    0   56    0    0    0   84    0    0   29   60   59   51    0   34   49    0    0    0   46   76   30   34    0   67    0   45    0   55    0    0    0    0    0    0    0   54   64   31    2   79    0   35   66    0    0   54    0    0   31    0    0
   67    0   44    0    0   58    0   82    0    0   65    0    0    0   75   55   32    0    0    0    0    0    0    0   52   36    0   64    0   24    0   65    0    0    0    0    1   38    0   64    0    0   73    0    0   75   33    0    0    0    0   57    0   53    0   60    0   57    0    0   50   52    0   57   46   32   39   43   65    0   53    0   44    0    0    0   86    0   54   34    0    0   43    0   42   43    0    0   30   48    0    0   67   41    0    0   70    0   26    0    0    0   60    0   72   53   57    0   64   65    0   65    0   54    0   80   23   76   29    0    0    0    0    0    1   54   30   22    0    0    0   74    0   39   42    0   42   42   56   77    0    0    0    0   43    0   76    0    0    0   50   54    0    0   40   70    0    0   61   56    0   35    0   52    0    0   43   33    0    0   50    0    0   29    0    0   66   82   43   64    0   40   36    0   74   20   38   44    0   42   39    0   67    0    0    0    0   52    0    0    0    0   73   51   25   54    0    0   71   36   60    0   68   35    0    0    0   84    0   77   46    0   70   84   47    0   27   69   42    0    0    0   57    9    0   64    0   43    0   57   52    0    0    0   38    0    0   88   77    0   68    0    0   88    0    0   31   42   74   49    0    0   39    0    0    0    0    0    6    0    0    0    0    4   46   47    9   97   56   64   53   57   58    0    0   52    0    0   87   26    0    0    0    0    0   69    0   48    0    0    0   59   65   37    0   42   64   47   56   12   21    0   77    0    0    0    0   22   38   31   83   15    1    0   26   33   67   76   31   35    0    0    0   27    0    0   73    0   74    0   42    0    0    0    0    0    0   45    0    0    0   78    0    0   35   54    0    0    0    0   41    0   58    0   83   31   76    0   55    0    0    0    0    0   41    0   41    0    0    0   45    0   45    0   16   68   28    0   80    0    0    0   51    0    0    0   24    0   50   65    0   34    0    0   37    0    0    0    0    0   47    0    0   74   47    0   21    0    0    0    0   18   42   37   49    0    0   56    0    0    0   46    0    0   20   54   47    0   47    0   48   77   57    0    0   38   46    0   75    0   56    0    0    0    0   40    0   26   44    0    0    0    0   29    0   45    0    0   56   29   62    0   62   51    0    0   13    0   61   54   67   52   42   28   37    0    0   83   38   53   45   33    0    0   21    0   53   65   62   77
   14   20    0   18   73    0    0    0   44    0   67    0   40    0    0    0    0   42    0    0    0   33   32   32    0   53    0    0    0   43   48   33    0    0    0    0   77    0    0   31   47  117    0   64    0    0   26   50    0    0    1    0   60   52   68    0   64    0    0    0    0    0   92    0   45    0    0    0    0   38   36   39    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   74    0   35    0    0    0   35    0   32    0    0   21    0   75    0    0    0    0    0    0   34   40   41    0    0    0   62    0    0   40    0   50   52    0    0   76   57    0   18   30    0    0    0    0   58   57   95   49   46    0   30    0   39    0    0   41    0   41   64   43    0    0   58   94    0   66    0    0   70    0   48    0    0    0    0    0    0   64   47    0   60    0    0    6    0    0   17    0    0    0   41    0   26   28   50    0    0    0    0   15   34   40    0    0    0   66    0   48    0    0    0   65   22    0   62    0   61  104   34   38   38   71    0   70   81    0    0   53    0    0   85    0   45    0    0    0    3    0    0   61   45    0    0   79    0   42    0   51    0    0   47   57   32    0    0    0    0    0    0    0   57   54   20   42    0   47    0    0    0   51    0    0    0    0    0   49   21   64   36   81    0    0   22    0    0   23   87    0    0    0   63    0    0   50    0    0   28    0    0   96    0   16   60   65   44   54   50   62   66   59   61    1    0    0   71    0   74    0    0    0    0   31    0    0   56   64    0    0    0   50    4    0   41    0   42   67   43    0   29    0    0   60   21    0   14    0   74   40    0    0   65    0   59    0   62   38    0    0    0    0    0    0    0   66    0    0    0   53   36   47    0    0    0   41   91    0    0   49    0    0   50   31   34    0    0    0   70    0   59    1    0   30    0   60    0   50   62    0    0   16    0   52    0    0    0    0   46   31   32    0   27    0    0    0    0   79    0   53    0    0   51    0   40   64    0   77    0    0    0   76    0   73    0    0    1   82    0    0    0   76    0   38  101    0    0   67   61    0    0   37   47    0    0   32    0    0   49   75    0    0    0   62    0   22    0   32    0   56   60   82    0   70   82    0    0   40   42    0    0    0    0   63   40   31   93    0    0    0    0    0    1   50    0    0    0   52   30    0    0    0    0   40   47    0    0    0   20    0   36    0    0   40    0
   63   45    0   47    0    0    0    0   63   42   28   92   43    0    0    0    0    0    0    0   85   48   53   28   45    0   66    0    0    0    0   65    0    0    0    0   52   26   57   42    0    0    0    0   93   51   55    0   56   75   74    0    0   31    0   46    0   47    0   15    0   52    0    0   71    0    0   63    1    0    0   57   64    0    0    0   54   56    0    0   50    0    0   42   45  110   74   30    0   35    0   40   55   66    0   57   52   18    0    0   61    0   58    0   69   35   38    0    0    0    0    0    0   48    0    0    0    0   60   34    0   12   53    0    0   71   72    0   63    0    0   62    0    0   52   18   61    0   20    0    0    0    0    0   35    0    0   27    0    1   13    0   33  122   19   36    0    0   25    0    0    0   65    0   53   44    0    0   68   59   46    0    0    0    0   46    0   69   39    0    0   89    0    0    0    0   25   56    0   79   74   40    0   78    0    0    0    0   48   46   89   18   95   42   60    0    0    0    0    0   82    0    0  107    0    0   23    0   62    0    0    0    0    0    0    1   66    0    0    0   70   70    0   63   37    0    0    0    0    0    0   54   51    0   55   23    0   77   78    0    0    0    0   45    0   34   49    0    0   39    0   59   60    0    0    0    0    0   80   48    0    0    0   59    0   46    0   37   66   38   48   12    0    0    0   84   25    0    0    0    0   62    0    0   33    0    0    0    0   36   47    0    0    0   61    0    0   45    0    0   96    0    0    0    0   31    0   57    0   45    0    0   45    0    0    0   46    0    0   36    0    0    0    0   65   82    0    0   60    0   17    0   20    0   37    0   55   75   51    0    0    0    0   48   37    0    0    0    0    0   50   29    0   25    0   91    0    0    0    0    0   34    0   76   50   40   88   74   40   50    0   61    0   82    0    0    0    0   48    0    0    0   71    0   57    0    0    0   94   17   58   40   60   57    0   34    0    0    0    0   26   19   84    0   51    0   65    0   63    0    0    0    0   73   34    0    0   51   85   48    0    0    0   48    0   40    0   44   52   60    0   26   52   71   48    0   58    0   29    0   57   45   29    0   38   45    0    0    0    0   71   37    0    0    0   46    0    0    0   54   32    0    0   45    0    0   74   67    0    0    0    0    0   40    0    0    0    0    0    0    0   79   34   35    0   82   66   20    0   63
